"东方城市花园二期", "浦东", "上海市浦东新区龙阳路", "121.5313600", "31.2037980", "200120", "上海"
"世茂湖滨花园", "浦东", "上海市浦东新区白桦路474号", "121.5851260", "31.2373650", "200120", "上海"
"仁恒滨江园（一至三期）", "浦东", "上海市浦东新区浦城路99弄", "121.5174680", "31.2364640", "200120", "上海"
"上南花城", "浦东", "上海市浦东新区耀华路87弄-1-～63号-85弄-1-～10号", "121.4982240", "31.1840320", "200120", "上海"
"金桥湾清水苑(一至三期)", "浦东", "上海市浦东新区荷泽路828弄1-74号", "121.6036440", "31.2661770", "200120", "上海"
"金谊河畔", "浦东", "上海市浦东新区永秦路605号", "121.5229960", "31.1452090", "200120", "上海"
"绿地崴廉公寓一期", "浦东", "上海市浦东新区东靖路2260号", "121.6200350", "31.2986200", "200120", "上海"
"陆家嘴国际华城", "浦东", "上海市浦东新区张杨路1519号", "121.5423770", "31.2399430", "200120", "上海"
"杉林新月", "浦东", "上海市浦东新区环林东路799弄1-131号", "121.5372580", "31.1486200", "200120", "上海"
"浦东世纪花园（一至二期）", "浦东", "上海市浦东新区银霄路39弄-57-临", "121.5671390", "31.2171450", "200120", "上海"
"万邦都市花园（一至五期）", "浦东", "上海市浦东新区龙阳路1880弄-1-～89号-后门", "121.5565950", "31.2050460", "200120", "上海"
"香梅花园（一至五期）", "浦东", "上海市浦东新区梅花路50弄-1-～12号", "121.5452420", "31.2159300", "200120", "上海"
"印象春城", "浦东", "上海市浦东新区年家浜东路129弄", "121.5984960", "31.1203630", "200120", "上海"
"潍坊十村", "浦东", "上海市浦东新区南泉路", "121.5295020", "31.2280450", "200120", "上海"
"阳光花城", "浦东", "上海市浦东新区紫薇路667弄", "121.6289970", "31.2122840", "200120", "上海"
"申江豪城", "浦东", "上海市浦东新区杨思路855弄", "121.5050070", "31.1705660", "200120", "上海"
"世茂滨江花园", "浦东", "上海市浦东新区浦城路579号", "121.5207370", "31.2300330", "200120", "上海"
"三林世博家园", "浦东", "上海市浦东新区东书房路560弄1-90号", "121.5400890", "31.1684560", "200120", "上海"
"幸福小镇", "浦东", "上海市虹口区玉田路180号", "121.5020430", "31.2848740", "200120", "上海"
"凌兆新村", "浦东", "上海市浦东新区上浦路36弄-52", "121.4980350", "31.1506930", "200120", "上海"
"美林小城", "浦东", "上海市浦东新区上南路6848号", "121.5712570", "31.1243410", "200120", "上海"
"上海绿城（一至三期）", "浦东", "上海市浦东新区锦和路99弄-1-127号", "121.5424970", "31.2120040", "200120", "上海"
"碧云新天地（一至二期）", "浦东", "上海市浦东新区博兴路760弄-1-～33号", "121.5948950", "31.2704740", "200120", "上海"
"梅园三街坊", "浦东", "上海市浦东新区商城路991弄", "121.5308780", "31.2393430", "200120", "上海"
"第九城市（一至二期）", "浦东", "上海市浦东新区迎春路1373号", "121.5701550", "31.2337320", "200120", "上海"
"浦东星河湾", "浦东", "上海市浦东新区锦绣路2588号", "121.5438770", "31.1982670", "200120", "上海"
"仁恒河滨城（一至三期）", "浦东", "上海市浦东新区丁香路1299弄", "121.5690140", "31.2358990", "200120", "上海"
"西班牙名园", "闵行", "上海市闵行区罗秀路1980弄-30号-102室", "121.4108510", "31.1334090", "200240", "上海"
"上海康城（一至四期）", "闵行", "上海市闵行区莘松路958", "121.3655080", "31.1071870", "200240", "上海"
"万科城市花园(一至二期)", "闵行", "上海市闵行区七莘路3333号", "121.3520840", "31.1659240", "200240", "上海"
"上海春城（一至三期）", "闵行", "上海市闵行区莲花南路1188弄-96", "121.4133960", "31.1098510", "200240", "上海"
"万科假日风景", "闵行", "上海市闵行区畹町路121号-1楼-101室", "121.4081770", "31.1117510", "200240", "上海"
"春申景城（一至二期）", "闵行", "上海市闵行区莲花南路1110弄", "121.4156290", "31.1145790", "200240", "上海"
"皇都花园（一至二期）", "闵行", "上海市闵行区顾戴路2000号", "121.3771340", "31.1416000", "200240", "上海"
"耕读园", "闵行", "上海市虹口区东体育会路432-1-临", "121.4922010", "31.2849510", "200240", "上海"
"金汇豪庭", "闵行", "上海市闵行区龙茗路2121弄-1-35号", "121.3884180", "31.1620240", "200240", "上海"
"江南星城（一至二期）", "闵行", "上海市闵行区平阳路596号", "121.3973110", "31.1419040", "200240", "上海"
"万源城朗郡", "闵行", "上海市闵行区万源路986弄-1-～41号", "121.4000830", "31.1555540", "200240", "上海"
"九歌上郡", "闵行", "上海市闵行区宜山路2301号", "121.3882160", "31.1711930", "200240", "上海"
"上海阳城", "闵行", "上海市闵行区梅陇西路1328号", "121.4014690", "31.1274670", "200240", "上海"
"风度国际", "闵行", "上海市闵行区虹泉路1101弄42号", "121.3812000", "31.1748850", "200240", "上海"
"万科朗润园", "闵行", "上海市闵行区新龙路1111弄", "121.3464760", "31.1595630", "200240", "上海"
"爱建园", "徐汇", "上海市徐汇区沪闵高架路", "121.4412560", "31.1824100", "200030", "上海"
"莱诗邸", "徐汇", "上海市徐汇区南丹东路223号", "121.4458560", "31.1959640", "200030", "上海"
"尚海湾", "徐汇", "上海市徐汇区宛平南路", "121.4645450", "31.1854110", "200030", "上海"
"东方曼哈顿（一至三期）", "徐汇", "上海市徐汇区文定路33号", "121.4406570", "31.1970730", "200030", "上海"
"泰欣嘉园", "普陀", "上海市普陀区光复西路135号", "121.4385080", "31.2543740", "200063", "上海"
"上海香溢花城", "普陀", "上海市普陀区石泉东路228", "121.4393160", "31.2619280", "200063", "上海"
